provider_id,specialty,region,network_status,review_score,priority_band,review_reasons,claim_count,unique_members,total_allowed,avg_allowed,claims_per_member,repeat_pattern_share,high_intensity_share,claim_volume_change_pct,allowed_change_pct,associated_review_spend
P0205,Neurology,West,In Network,10.9,Low,LOW_SIGNAL,193,189,136119.33,705.2815025906735,1.0211640211640212,0.0,0.31088082901554404,25.0,16.658203728565354,0.0
P0282,Oncology,South,In Network,10.9,Low,LOW_SIGNAL,129,128,80426.82,623.4637209302326,1.0078125,0.0,0.20155038759689922,17.647058823529413,88.3543449620291,0.0
P0297,Emergency Medicine,South,In Network,10.8,Low,LOW_SIGNAL,379,365,248001.76,654.3582058047493,1.0383561643835617,0.0,0.31926121372031663,19.51219512195122,4.548465882439221,0.0
P0208,Family Medicine,Midwest,In Network,10.8,Low,LOW_SIGNAL,217,210,140862.67,649.1367281105992,1.0333333333333334,0.0,0.33640552995391704,8.0,22.50666300095957,0.0
P0040,Neurology,West,In Network,10.5,Low,LOW_SIGNAL,691,646,459685.47,665.2467004341534,1.0696594427244581,0.0,0.2662807525325615,-8.24742268041237,-13.750233399693352,0.0
P0200,Gastroenterology,Northeast,In Network,10.5,Low,LOW_SIGNAL,351,338,235705.39,671.5253276353277,1.0384615384615385,0.0,0.28205128205128205,26.31578947368421,35.565118451349015,0.0
P0053,Neurology,Midwest,In Network,10.5,Low,LOW_SIGNAL,438,414,294080.39,671.4164155251142,1.0579710144927537,0.0,0.3059360730593607,-19.047619047619047,-21.54563733841889,0.0
P0268,Family Medicine,Northeast,Out of Network,10.4,Low,LOW_SIGNAL,234,229,173082.76,739.6699145299145,1.0218340611353711,0.0,0.2606837606837607,-33.333333333333336,-38.964970050737925,0.0
P0159,Radiology,West,In Network,10.3,Low,LOW_SIGNAL,371,351,246459.2,664.3105121293801,1.056980056980057,0.0,0.2587601078167116,0.0,39.65625286639395,0.0
P0156,Gastroenterology,Northeast,In Network,10.3,Low,LOW_SIGNAL,475,454,307324.38,646.9986947368421,1.0462555066079295,0.0,0.3031578947368421,-33.76623376623377,-37.96907732256378,0.0
P0167,Oncology,South,In Network,10.2,Low,LOW_SIGNAL,89,89,47262.05,531.0342696629214,1.0,0.0,0.20224719101123595,-36.36363636363637,-42.907992399113326,0.0
P0057,Orthopedics,Midwest,In Network,10.2,Low,LOW_SIGNAL,218,214,137506.05,630.7616972477064,1.0186915887850467,0.0,0.24311926605504589,60.0,79.76677999928461,0.0
P0264,Cardiology,Midwest,In Network,10.1,Low,LOW_SIGNAL,361,345,243894.21,675.6072299168975,1.046376811594203,0.0,0.2742382271468144,-17.02127659574468,-9.970337659604404,0.0
P0274,Family Medicine,South,In Network,10.0,Low,LOW_SIGNAL,132,130,80415.22,609.2062121212122,1.0153846153846153,0.0,0.18181818181818182,23.076923076923077,63.202606577617296,0.0
P0284,Gastroenterology,West,In Network,9.9,Low,LOW_SIGNAL,545,518,361410.77,663.1390275229359,1.0521235521235521,0.0,0.28073394495412846,-8.860759493670885,-15.137486562856068,0.0
P0143,Oncology,West,In Network,9.8,Low,LOW_SIGNAL,615,584,385700.37,627.1550731707317,1.053082191780822,0.0,0.25365853658536586,-20.0,-18.317956982341247,0.0
P0148,Family Medicine,West,In Network,9.8,Low,LOW_SIGNAL,603,564,393907.5,653.2462686567164,1.0691489361702127,0.0,0.28524046434494194,-25.88235294117647,-28.935598337864526,0.0
P0276,Urology,Northeast,In Network,9.8,Low,LOW_SIGNAL,166,163,113031.04,680.9098795180722,1.01840490797546,0.0,0.30120481927710846,9.523809523809524,-36.053496024281564,0.0
P0105,Emergency Medicine,Midwest,In Network,9.7,Low,LOW_SIGNAL,199,196,143833.38999999998,722.7808542713567,1.0153061224489797,0.0,0.2864321608040201,-9.67741935483871,-28.08949107738295,0.0
P0330,Emergency Medicine,South,In Network,9.7,Low,LOW_SIGNAL,229,224,147452.87,643.8989956331877,1.0223214285714286,0.0,0.29694323144104806,47.82608695652174,57.58649016254359,0.0
P0045,Gastroenterology,Midwest,In Network,9.7,Low,LOW_SIGNAL,224,219,145200.44,648.2162500000001,1.0228310502283104,0.0,0.25,63.63636363636363,79.14278205286072,0.0
P0137,Radiology,Midwest,In Network,9.5,Low,LOW_SIGNAL,182,180,128338.31,705.1555494505494,1.011111111111111,0.0,0.23076923076923078,23.80952380952381,-7.521316207594999,0.0
P0102,Urology,Midwest,In Network,9.5,Low,LOW_SIGNAL,363,349,255346.32,703.4333884297521,1.0401146131805157,0.0,0.2699724517906336,16.666666666666668,5.428488874910251,0.0
P0278,Gastroenterology,South,In Network,9.4,Low,LOW_SIGNAL,346,334,237213.24,685.5873988439306,1.035928143712575,0.0,0.2832369942196532,8.88888888888889,7.102481492322777,0.0
P0190,Gastroenterology,Northeast,In Network,9.4,Low,LOW_SIGNAL,137,136,87249.25,636.8558394160584,1.0073529411764706,0.0,0.29927007299270075,5.2631578947368425,56.405035040584536,0.0
P0244,Family Medicine,West,Out of Network,9.3,Low,LOW_SIGNAL,508,487,370823.08,729.9666929133858,1.0431211498973305,0.0,0.2618110236220472,-10.76923076923077,-5.154583894403417,0.0
P0142,Orthopedics,Northeast,In Network,9.3,Low,LOW_SIGNAL,598,565,389339.38,651.0691973244147,1.0584070796460177,0.0,0.2725752508361204,15.277777777777779,4.92769505895481,0.0
P0121,Dermatology,West,In Network,9.3,Low,LOW_SIGNAL,630,588,414586.72,658.0741587301587,1.0714285714285714,0.0,0.2571428571428571,4.761904761904762,-3.4461030374352104,0.0
P0043,Neurology,Northeast,In Network,9.2,Low,LOW_SIGNAL,166,162,112588.69,678.2451204819278,1.0246913580246915,0.0,0.3313253012048193,-44.0,-47.20627216640887,0.0
P0134,Dermatology,South,In Network,9.1,Low,LOW_SIGNAL,301,295,193763.26,643.7317607973422,1.0203389830508474,0.0,0.2591362126245847,68.96551724137932,61.9998750547959,0.0
P0303,Urology,South,In Network,9.0,Low,LOW_SIGNAL,167,166,116760.29,699.1634131736527,1.0060240963855422,0.0,0.2874251497005988,0.0,2.3057165140157423,0.0
P0059,Dermatology,South,In Network,8.9,Low,LOW_SIGNAL,76,75,49386.21,649.8185526315789,1.0133333333333334,0.0,0.32894736842105265,33.333333333333336,-13.42141663522998,0.0
P0243,Radiology,South,In Network,8.8,Low,LOW_SIGNAL,741,695,466443.21,629.478016194332,1.0661870503597122,0.0,0.252361673414305,7.317073170731708,-21.81830096970568,0.0
P0332,Cardiology,South,In Network,8.8,Low,LOW_SIGNAL,603,576,392984.66,651.7158540630182,1.046875,0.0,0.30016583747927034,6.410256410256411,-6.173128247274868,0.0
P0127,Radiology,Northeast,In Network,8.8,Low,LOW_SIGNAL,603,572,397969.79,659.9830679933665,1.0541958041958042,0.0,0.28192371475953565,6.578947368421052,11.992149198302194,0.0
P0204,Oncology,West,In Network,8.5,Low,LOW_SIGNAL,213,211,128185.65,601.8105633802817,1.009478672985782,0.0,0.22535211267605634,17.391304347826086,69.12985685367681,0.0
P0174,Emergency Medicine,Northeast,In Network,8.5,Low,LOW_SIGNAL,343,333,233184.45,679.8380466472304,1.03003003003003,0.0,0.30903790087463556,22.5,5.542477139383686,0.0
P0153,Gastroenterology,South,In Network,8.4,Low,LOW_SIGNAL,431,415,271467.77,629.855614849188,1.03855421686747,0.0,0.2529002320185615,22.916666666666668,50.508973426340994,0.0
P0257,Orthopedics,South,In Network,8.4,Low,LOW_SIGNAL,472,447,309579.31,655.8883686440678,1.0559284116331096,0.0,0.2775423728813559,4.6875,9.54288170200929,0.0
P0061,Orthopedics,South,In Network,8.4,Low,LOW_SIGNAL,229,224,146226.83,638.5451091703056,1.0223214285714286,0.0,0.3231441048034934,17.857142857142858,20.586752229387244,0.0
P0328,Orthopedics,South,In Network,8.4,Low,LOW_SIGNAL,191,185,111653.25,584.5719895287958,1.0324324324324323,0.0,0.29842931937172773,-7.142857142857143,14.616083557720682,0.0
P0012,Orthopedics,Midwest,In Network,8.4,Low,LOW_SIGNAL,350,342,243324.21,695.2120285714285,1.023391812865497,0.0,0.2914285714285714,18.42105263157895,-2.913887452348346,0.0
P0046,Dermatology,South,In Network,8.3,Low,LOW_SIGNAL,398,386,270724.94,680.2134170854272,1.0310880829015545,0.0,0.2914572864321608,22.448979591836736,22.16025760281248,0.0
P0044,Radiology,Midwest,In Network,8.3,Low,LOW_SIGNAL,272,269,182129.94,669.5953676470589,1.0111524163568772,0.0,0.27941176470588236,45.833333333333336,22.071042671429694,0.0
P0031,Radiology,Midwest,In Network,8.3,Low,LOW_SIGNAL,198,194,129470.4,653.8909090909091,1.0206185567010309,0.0,0.29797979797979796,-25.925925925925927,16.88142721930228,0.0
P0017,Emergency Medicine,Northeast,In Network,8.1,Low,LOW_SIGNAL,215,212,131392.52,611.1279999999999,1.0141509433962264,0.0,0.3116279069767442,-18.51851851851852,10.092759554347154,0.0
P0339,Cardiology,Midwest,Out of Network,8.1,Low,LOW_SIGNAL,248,244,172093.6,693.925806451613,1.0163934426229508,0.0,0.2701612903225806,-17.857142857142858,-15.581614937997628,0.0
P0341,Dermatology,South,In Network,8.1,Low,LOW_SIGNAL,249,239,169928.26,682.4428112449799,1.0418410041841004,0.0,0.28112449799196787,-24.242424242424242,-15.6305075166053,0.0
P0331,Orthopedics,South,In Network,8.0,Low,LOW_SIGNAL,242,237,141407.45,584.328305785124,1.021097046413502,0.0,0.26859504132231404,-3.225806451612903,40.82336385095207,0.0
P0136,Neurology,Midwest,In Network,8.0,Low,LOW_SIGNAL,199,195,116188.79,583.8632663316582,1.0205128205128204,0.0,0.22613065326633167,-46.42857142857143,-58.82157993578694,0.0
P0236,Dermatology,West,In Network,7.8,Low,LOW_SIGNAL,213,205,141997.42,666.6545539906103,1.0390243902439025,0.0,0.3145539906103286,-12.5,-29.131832566500066,0.0
P0155,Radiology,Midwest,In Network,7.8,Low,LOW_SIGNAL,613,576,389706.98,635.7373246329527,1.0642361111111112,0.0,0.2707993474714519,0.0,-2.9454093068254634,0.0
P0091,Gastroenterology,South,In Network,7.8,Low,LOW_SIGNAL,171,168,117217.87,685.4846198830409,1.0178571428571428,0.0,0.2807017543859649,-28.571428571428573,-19.05401560168185,0.0
P0160,Urology,Midwest,In Network,7.7,Low,LOW_SIGNAL,214,210,137109.43,640.6982710280373,1.019047619047619,0.0,0.205607476635514,4.166666666666667,55.78997155585233,0.0
P0002,Dermatology,Northeast,In Network,7.7,Low,LOW_SIGNAL,344,327,224274.59,651.9610174418605,1.0519877675840978,0.0,0.29651162790697677,25.58139534883721,24.77916742141394,0.0
P0087,Family Medicine,South,In Network,7.7,Low,LOW_SIGNAL,625,589,398548.99,637.6783839999999,1.061120543293718,0.0,0.288,4.109589041095891,-15.353919066969972,0.0
P0144,Urology,Midwest,In Network,7.7,Low,LOW_SIGNAL,652,612,413294.39,633.8871012269939,1.065359477124183,0.0,0.2791411042944785,1.2987012987012987,7.813359831068454,0.0
P0333,Neurology,Midwest,In Network,7.6,Low,LOW_SIGNAL,123,120,76664.14,623.2856910569105,1.025,0.0,0.3333333333333333,-25.0,17.25976405703815,0.0
P0260,Neurology,West,In Network,7.6,Low,LOW_SIGNAL,686,650,423346.4,617.1230320699709,1.0553846153846154,0.0,0.2594752186588921,-9.30232558139535,4.410868740084989,0.0
P0217,Oncology,Midwest,In Network,7.6,Low,LOW_SIGNAL,251,242,164652.74,655.9870119521912,1.037190082644628,0.0,0.27091633466135456,-23.529411764705884,-42.75659790494413,0.0
P0266,Dermatology,West,In Network,7.6,Low,LOW_SIGNAL,276,267,178299.4,646.0123188405797,1.0337078651685394,0.0,0.2753623188405797,56.52173913043478,64.18018799943208,0.0
P0177,Gastroenterology,South,In Network,7.5,Low,LOW_SIGNAL,254,248,156094.1,614.5437007874016,1.0241935483870968,0.0,0.2952755905511811,44.0,-6.874627306091587,0.0
P0145,Emergency Medicine,Northeast,In Network,7.4,Low,LOW_SIGNAL,202,196,126619.97,626.8315346534654,1.030612244897959,0.0,0.24257425742574257,47.36842105263158,56.85463516008152,0.0
P0314,Orthopedics,South,In Network,7.2,Low,LOW_SIGNAL,513,495,337643.24,658.1739571150098,1.0363636363636364,0.0,0.3001949317738791,7.936507936507937,27.75352153963254,0.0
P0245,Cardiology,Northeast,In Network,7.2,Low,LOW_SIGNAL,431,416,285267.19,661.8728306264501,1.0360576923076923,0.0,0.29930394431554525,-24.63768115942029,-21.222524424863096,0.0
P0019,Oncology,Midwest,In Network,7.2,Low,LOW_SIGNAL,265,257,177396.58,669.4210566037735,1.0311284046692606,0.0,0.25660377358490566,-23.68421052631579,-18.15922322110004,0.0
P0027,Cardiology,Midwest,In Network,7.1,Low,LOW_SIGNAL,466,448,303613.68,651.5315021459228,1.0401785714285714,0.0,0.2939914163090129,10.169491525423728,18.663703467195443,0.0
P0118,Radiology,West,In Network,7.1,Low,LOW_SIGNAL,251,246,171757.87,684.2943027888446,1.0203252032520325,0.0,0.2788844621513944,-29.032258064516128,-40.307960621428734,0.0
P0247,Cardiology,Northeast,In Network,7.0,Low,LOW_SIGNAL,300,294,197589.84,658.6328,1.0204081632653061,0.0,0.32666666666666666,-9.30232558139535,-6.827602431971366,0.0
P0023,Emergency Medicine,Northeast,In Network,7.0,Low,LOW_SIGNAL,206,200,137516.13999999998,667.5540776699029,1.03,0.0,0.3106796116504854,-30.0,-35.3815555808864,0.0
P0132,Orthopedics,South,In Network,6.9,Low,LOW_SIGNAL,309,296,207768.24,672.3891262135922,1.0439189189189189,0.0,0.284789644012945,-18.75,-12.366703846651633,0.0
P0009,Orthopedics,West,In Network,6.8,Low,LOW_SIGNAL,394,379,261113.52,662.7246700507613,1.0395778364116095,0.0,0.26903553299492383,23.80952380952381,44.553894967878925,0.0
P0305,Oncology,Northeast,In Network,6.8,Low,LOW_SIGNAL,400,386,253334.61,633.3365249999999,1.0362694300518134,0.0,0.2425,26.923076923076923,13.666451332255226,0.0
P0337,Gastroenterology,South,In Network,6.8,Low,LOW_SIGNAL,273,264,184717.84,676.6221245421245,1.0340909090909092,0.0,0.2857142857142857,-2.6315789473684212,-5.133442951650408,0.0
P0084,Urology,Midwest,In Network,6.7,Low,LOW_SIGNAL,439,419,288607.26,657.4197266514807,1.0477326968973748,0.0,0.27790432801822323,25.53191489361702,28.553300184238854,0.0
P0169,Cardiology,South,In Network,6.7,Low,LOW_SIGNAL,224,217,149432.85,667.1109375,1.032258064516129,0.0,0.28125,25.0,20.30522317112795,0.0
P0311,Orthopedics,Midwest,In Network,6.6,Low,LOW_SIGNAL,141,141,95535.39,677.5559574468085,1.0,0.0,0.19858156028368795,-19.047619047619047,13.384850027059578,0.0
P0170,Urology,South,In Network,6.6,Low,LOW_SIGNAL,531,501,347883.22000000003,655.147306967985,1.0598802395209581,0.0,0.2824858757062147,-1.4705882352941178,-8.368702938069102,0.0
P0020,Dermatology,Midwest,In Network,6.6,Low,LOW_SIGNAL,449,425,288176.76,641.8190645879733,1.056470588235294,0.0,0.24498886414253898,7.6923076923076925,23.06534347001127,0.0
P0255,Emergency Medicine,South,In Network,6.6,Low,LOW_SIGNAL,323,314,224844.32,696.1124458204334,1.0286624203821657,0.0,0.29102167182662536,-11.363636363636363,6.681694840131951,0.0
P0321,Orthopedics,South,In Network,6.5,Low,LOW_SIGNAL,521,500,345128.63,662.434990403071,1.042,0.0,0.29366602687140114,-24.050632911392405,-24.960776143371138,0.0
P0329,Family Medicine,Northeast,In Network,6.5,Low,LOW_SIGNAL,472,449,300274.11,636.1739618644068,1.0512249443207127,0.0,0.2457627118644068,11.320754716981131,31.34655442527152,0.0
P0171,Orthopedics,Midwest,In Network,6.4,Low,LOW_SIGNAL,172,171,114262.62,664.3175581395349,1.0058479532163742,0.0,0.29651162790697677,-32.0,-52.6375052860777,0.0
P0056,Dermatology,Northeast,In Network,6.4,Low,LOW_SIGNAL,332,324,208403.2,627.7204819277109,1.0246913580246915,0.0,0.24397590361445784,19.51219512195122,58.8392590251044,0.0
P0240,Orthopedics,Northeast,In Network,6.4,Low,LOW_SIGNAL,340,334,236031.85,694.2113235294117,1.0179640718562875,0.0,0.2529411764705882,19.444444444444443,19.399860404682105,0.0
P0215,Neurology,West,In Network,6.4,Low,LOW_SIGNAL,540,511,354238.82,655.9978148148148,1.0567514677103718,0.0,0.2814814814814815,-1.492537313432836,-5.669428312688879,0.0
P0129,Dermatology,South,In Network,6.4,Low,LOW_SIGNAL,323,311,188176.06,582.5884210526316,1.0385852090032155,0.0,0.25077399380804954,28.571428571428573,2.7003412298128073,0.0
P0069,Gastroenterology,South,In Network,6.4,Low,LOW_SIGNAL,598,570,380174.97,635.7440969899665,1.0491228070175438,0.0,0.26755852842809363,-2.6666666666666665,-4.887888869449091,0.0
P0226,Oncology,South,In Network,6.3,Low,LOW_SIGNAL,444,431,286910.88,646.1956756756757,1.0301624129930393,0.0,0.3063063063063063,10.204081632653061,9.429076432083365,0.0
P0122,Orthopedics,Midwest,In Network,6.3,Low,LOW_SIGNAL,610,579,395836.65,648.9125409836066,1.0535405872193437,0.0,0.27049180327868855,1.492537313432836,-0.360260448327946,0.0
P0290,Orthopedics,West,In Network,6.2,Low,LOW_SIGNAL,155,152,105826.73,682.7530967741935,1.019736842105263,0.0,0.2903225806451613,-30.0,-33.476721900234246,0.0
P0239,Urology,Northeast,In Network,6.2,Low,LOW_SIGNAL,610,581,388065.64,636.1731803278689,1.0499139414802066,0.0,0.23934426229508196,26.470588235294116,20.111887473986673,0.0
P0028,Cardiology,Midwest,In Network,6.1,Low,LOW_SIGNAL,405,389,260768.8,643.8735802469135,1.0411311053984575,0.0,0.2716049382716049,26.08695652173913,17.91326728535907,0.0
P0285,Dermatology,South,In Network,6.0,Low,LOW_SIGNAL,147,147,88706.83,603.4478231292517,1.0,0.0,0.3129251700680272,-5.555555555555555,-11.561444805194812,0.0
P0340,Orthopedics,Midwest,In Network,5.8,Low,LOW_SIGNAL,473,451,294979.44,623.6351797040169,1.048780487804878,0.0,0.25158562367864695,-12.307692307692308,-5.296382356520827,0.0
P0184,Oncology,Northeast,In Network,5.6,Low,LOW_SIGNAL,199,193,120234.63,604.1941206030151,1.0310880829015545,0.0,0.21608040201005024,4.3478260869565215,20.80610287820619,0.0
P0224,Urology,West,In Network,5.6,Low,LOW_SIGNAL,157,154,95759.48,609.9329936305733,1.0194805194805194,0.0,0.22929936305732485,35.0,-22.42437753587648,0.0
P0326,Urology,Midwest,In Network,5.6,Low,LOW_SIGNAL,575,543,372820.72,648.3838608695652,1.0589318600368325,0.0,0.2608695652173913,0.0,10.676313560130593,0.0
P0234,Emergency Medicine,Northeast,In Network,5.4,Low,LOW_SIGNAL,368,359,245832.74,668.02375,1.0250696378830084,0.0,0.2826086956521739,37.5,42.84790071489247,0.0
P0225,Gastroenterology,South,In Network,5.4,Low,LOW_SIGNAL,369,358,244038.48,661.3508943089431,1.0307262569832403,0.0,0.2899728997289973,-2.127659574468085,22.894319571032582,0.0
P0034,Urology,Northeast,In Network,5.3,Low,LOW_SIGNAL,270,262,167254.36,619.4605925925925,1.0305343511450382,0.0,0.26666666666666666,21.428571428571427,50.85946965911559,0.0
P0241,Orthopedics,South,In Network,5.3,Low,LOW_SIGNAL,281,275,180711.93,643.1029537366547,1.0218181818181817,0.0,0.2491103202846975,39.285714285714285,46.85894160481684,0.0
P0232,Cardiology,Midwest,In Network,5.3,Low,LOW_SIGNAL,333,325,199560.21,599.2799099099099,1.0246153846153847,0.0,0.3003003003003003,22.5,7.958490762502602,0.0
P0038,Oncology,Midwest,In Network,5.3,Low,LOW_SIGNAL,163,160,105422.78,646.7655214723926,1.01875,0.0,0.2822085889570552,26.666666666666668,46.351324115843966,0.0
P0295,Urology,South,In Network,5.3,Low,LOW_SIGNAL,317,310,208055.12,656.3252996845425,1.0225806451612902,0.0,0.26813880126182965,13.636363636363637,49.12648001960265,0.0
P0093,Gastroenterology,South,In Network,5.2,Low,LOW_SIGNAL,418,402,262283.24,627.4718660287081,1.0398009950248757,0.0,0.2679425837320574,-1.6666666666666667,18.96861393244297,0.0
P0078,Radiology,South,In Network,5.1,Low,LOW_SIGNAL,422,402,255949.43,606.5152369668247,1.0497512437810945,0.0,0.26303317535545023,-3.508771929824561,1.3890870043868948,0.0
P0203,Urology,South,In Network,5.0,Low,LOW_SIGNAL,337,325,222501.17,660.2408605341246,1.0369230769230768,0.0,0.2314540059347181,31.57894736842105,2.3489258396479813,0.0
P0267,Cardiology,Midwest,In Network,5.0,Low,LOW_SIGNAL,249,243,163795.1,657.8116465863454,1.0246913580246915,0.0,0.30522088353413657,-3.4482758620689653,9.75806724148179,0.0
P0107,Oncology,Midwest,In Network,5.0,Low,LOW_SIGNAL,171,170,104202.95,609.3739766081871,1.0058823529411764,0.0,0.29239766081871343,22.22222222222222,13.892468218506467,0.0
P0068,Urology,South,In Network,4.9,Low,LOW_SIGNAL,125,123,76209.65,609.6772,1.016260162601626,0.0,0.288,21.428571428571427,2.2530344086411542,0.0
P0287,Family Medicine,Midwest,In Network,4.9,Low,LOW_SIGNAL,473,454,289888.69,612.8724947145878,1.0418502202643172,0.0,0.2938689217758985,0.0,3.877358442495594,0.0
P0112,Dermatology,South,In Network,4.9,Low,LOW_SIGNAL,377,361,250400.96,664.1935278514588,1.0443213296398892,0.0,0.2838196286472148,2.1739130434782608,-12.182834636908046,0.0
P0117,Neurology,Midwest,In Network,4.9,Low,LOW_SIGNAL,496,479,314568.25,634.2101814516129,1.0354906054279749,0.0,0.29838709677419356,20.833333333333332,20.318128173450088,0.0
P0150,Gastroenterology,Midwest,In Network,4.8,Low,LOW_SIGNAL,361,352,237740.1,658.5598337950139,1.0255681818181819,0.0,0.29916897506925205,14.285714285714286,9.514845013375242,0.0
P0178,Gastroenterology,South,In Network,4.8,Low,LOW_SIGNAL,78,77,48538.92,622.2938461538462,1.0129870129870129,0.0,0.2948717948717949,-46.666666666666664,-18.619828892334162,0.0
P0119,Radiology,Midwest,In Network,4.8,Low,LOW_SIGNAL,257,249,158099.03,615.1713229571984,1.0321285140562249,0.0,0.26848249027237353,23.333333333333332,31.74301333895338,0.0
P0072,Cardiology,South,In Network,4.8,Low,LOW_SIGNAL,228,221,145940.35,640.089254385965,1.0316742081447965,0.0,0.2675438596491228,40.0,19.450944997540102,0.0
P0006,Urology,South,In Network,4.7,Low,LOW_SIGNAL,304,290,193073.75,635.1110197368421,1.0482758620689656,0.0,0.2565789473684211,-9.090909090909092,19.7457788137496,0.0
P0037,Gastroenterology,South,In Network,4.6,Low,LOW_SIGNAL,520,498,336505.24,647.1254615384615,1.0441767068273093,0.0,0.27115384615384613,-1.5384615384615385,-2.9500408505066598,0.0
P0319,Family Medicine,West,In Network,4.6,Low,LOW_SIGNAL,285,279,172385.43,604.8611578947368,1.021505376344086,0.0,0.2912280701754386,7.317073170731708,19.96793259021092,0.0
P0065,Gastroenterology,Northeast,In Network,4.5,Low,LOW_SIGNAL,355,342,219222.15,617.5271830985915,1.0380116959064327,0.0,0.23098591549295774,-4.761904761904762,-22.298342848323927,0.0
P0221,Neurology,West,In Network,4.5,Low,LOW_SIGNAL,460,440,285771.86,621.2431739130434,1.0454545454545454,0.0,0.23043478260869565,-6.0606060606060606,-8.4844606525214,0.0
P0003,Family Medicine,South,In Network,4.4,Low,LOW_SIGNAL,449,426,273425.36,608.9651670378619,1.0539906103286385,0.0,0.25389755011135856,-7.017543859649122,-3.383225542578142,0.0
P0249,Orthopedics,Midwest,In Network,4.4,Low,LOW_SIGNAL,452,437,287674.29,636.4475442477876,1.034324942791762,0.0,0.28761061946902655,-33.333333333333336,-27.06831601464919,0.0
P0054,Neurology,Northeast,In Network,4.4,Low,LOW_SIGNAL,171,170,116061.75,678.7236842105264,1.0058823529411764,0.0,0.2807017543859649,-40.0,-12.511337659773151,0.0
P0018,Dermatology,Midwest,In Network,4.4,Low,LOW_SIGNAL,342,326,222419.7,650.35,1.049079754601227,0.0,0.2953216374269006,-2.7027027027027026,-0.9198911923284568,0.0
P0067,Urology,Northeast,In Network,4.3,Low,LOW_SIGNAL,335,319,215042.73,641.9185970149254,1.0501567398119123,0.0,0.25671641791044775,2.272727272727273,15.55409220674752,0.0
P0198,Orthopedics,West,In Network,4.3,Low,LOW_SIGNAL,270,268,181898.54,673.6982962962963,1.007462686567164,0.0,0.24814814814814815,10.0,24.08662012683629,0.0
P0294,Radiology,West,In Network,4.3,Low,LOW_SIGNAL,183,181,113237.85,618.7860655737705,1.011049723756906,0.0,0.2185792349726776,-9.523809523809524,24.776015667505224,0.0
P0180,Family Medicine,Midwest,In Network,4.3,Low,LOW_SIGNAL,181,179,123029.59,679.7214917127071,1.011173184357542,0.0,0.24861878453038674,15.0,20.180732636993405,0.0
P0279,Gastroenterology,West,In Network,4.2,Low,LOW_SIGNAL,367,358,242837.84,661.6834877384196,1.0251396648044693,0.0,0.28337874659400547,21.428571428571427,17.689084300376653,0.0
P0230,Emergency Medicine,Midwest,In Network,4.1,Low,LOW_SIGNAL,176,174,120681.48,685.6902272727273,1.0114942528735633,0.0,0.2556818181818182,13.636363636363637,6.229840066510365,0.0
P0237,Emergency Medicine,South,In Network,4.1,Low,LOW_SIGNAL,265,256,157808.37,595.5032830188679,1.03515625,0.0,0.23773584905660378,0.0,-25.026050744254,0.0
P0342,Orthopedics,South,In Network,4.1,Low,LOW_SIGNAL,218,213,136498.37,626.1393119266055,1.0234741784037558,0.0,0.29357798165137616,13.636363636363637,-0.40334394965049525,0.0
P0344,Orthopedics,South,In Network,4.1,Low,LOW_SIGNAL,298,292,185171.83,621.3819798657718,1.0205479452054795,0.0,0.24496644295302014,16.216216216216218,34.1883802025796,0.0
P0253,Neurology,West,In Network,4.0,Low,LOW_SIGNAL,178,177,120455.74,676.7176404494382,1.0056497175141244,0.0,0.29775280898876405,-12.121212121212121,-28.41654223203272,0.0
P0206,Dermatology,Northeast,In Network,4.0,Low,LOW_SIGNAL,396,383,251263.97,634.5049747474748,1.0339425587467364,0.0,0.24494949494949494,35.294117647058826,4.798271236486589,0.0
P0092,Dermatology,Midwest,In Network,3.9,Low,LOW_SIGNAL,305,300,193472.88,634.3373114754098,1.0166666666666666,0.0,0.24262295081967214,15.625,35.662372758219306,0.0
P0104,Emergency Medicine,Northeast,In Network,3.9,Low,LOW_SIGNAL,569,545,373490.04,656.3972583479789,1.0440366972477064,0.0,0.2741652021089631,-10.126582278481013,-13.000337318443304,0.0
P0246,Neurology,West,In Network,3.7,Low,LOW_SIGNAL,82,81,52548.02,640.8295121951219,1.0123456790123457,0.0,0.3170731707317073,-12.5,-26.311839147609234,0.0
P0216,Gastroenterology,Northeast,In Network,3.7,Low,LOW_SIGNAL,483,466,312307.9,646.6002070393375,1.036480686695279,0.0,0.2919254658385093,3.125,-5.5599085727222235,0.0
P0051,Cardiology,West,In Network,3.7,Low,LOW_SIGNAL,449,433,272052.77999999997,605.9081959910912,1.0369515011547343,0.0,0.2383073496659243,-20.3125,-8.021259618187038,0.0
P0271,Oncology,Northeast,In Network,3.7,Low,LOW_SIGNAL,377,366,237619.0,630.289124668435,1.030054644808743,0.0,0.28116710875331563,10.869565217391305,9.276412188512968,0.0
P0313,Cardiology,Midwest,In Network,3.7,Low,LOW_SIGNAL,255,247,158140.2,620.1576470588236,1.0323886639676114,0.0,0.2980392156862745,0.0,6.843938509946751,0.0
P0186,Family Medicine,South,In Network,3.7,Low,LOW_SIGNAL,433,420,286075.19,660.6817321016166,1.0309523809523808,0.0,0.28868360277136257,-36.8421052631579,-25.74806545590129,0.0
P0248,Emergency Medicine,South,In Network,3.6,Low,LOW_SIGNAL,269,259,179540.6,667.4371747211896,1.0386100386100385,0.0,0.27137546468401486,-2.4390243902439024,13.634703557603144,0.0
